sample	x	y
M691PT	-87.5899299164718	-19.3744516553443
M697PT	3.0611393635613	-15.3523346678713
M699PT	-7.51194559512074	-19.3124612713048
M700PT	-5.81462631405413	18.7518229470169
M701PT	-45.4576953503055	-1.68050568396
M703PT	-82.2305410700078	-80.462705153256
M704PT	-82.7225616201303	84.5791477777026
M710PT	51.8388489295208	31.2375620500915
M711PT	6.31736331862764	72.8434175838084
M714PT	40.323467041891	-24.5052575099437
M716PT	23.5173661366133	8.0133735232317
M602PT	26.8030598134294	-24.4913294098653
M603PT	-3.87243478199205	-31.8472335514735
M604PT	6.51715375992227	-60.1275171962161
M605PT	-5.9685515493581	-0.639883763094322
M606PT	-58.7720770508603	-62.7842704543023
M607PT	19.1156152931394	-5.31700551220483
M608PT	34.6508518451612	-42.3415429533614
M610PT	-110.609471012524	-24.6629418622586
M612PT	-0.0682178807725707	-46.0212616533098
M616PT	51.9539458645224	-14.2829572015496
M618PT	-11.9580101579509	9.18074443372503
M619PT	21.2523896624814	-40.3509001130998
M620PT	19.7591734601348	14.8987394921766
M621PT	46.2276412196216	-57.5147086321952
M622PT	30.2195071329713	-15.3268556455979
M625PT	26.6468277945857	25.3840209328399
M628PT	28.9616902396509	-35.7211559780114
M631PT	38.1207435767832	11.8569998964782
M632PT	32.2456386439164	10.2779382941707
M634PT	43.6996862349841	-73.8220332525578
M635PT	20.0412651018694	78.4537300187845
M636PT	28.3292706293883	15.753128698984
M637PT	-84.9505189156465	-0.881721886826397
M638PT	-27.2771356196986	21.387578087803
M639PT	10.4087723768423	-52.662547869569
M640PT	13.5612682028872	-17.090066922884
M643PT	-16.9271610934485	75.9643908757152
M645PT	-10.484780273509	3.70945665631422
M646PT	21.0349568972676	-55.5366663128632
M647PT	8.53714901955826	24.7211078640111
M648PT	-15.0135294099269	-10.3291571099825
M649PT	13.6654808951665	17.7097589770184
M651PT	-97.8860417319391	-4.14742188480985
M653PT	5.26443180370473	24.2820998538084
M657PT	37.7803720200003	-8.37663864221352
M658PT	40.3745283244323	-21.6563569338485
M659PT	22.0212761609007	54.8400018576414
M661PT	59.6208301245639	-19.4349591824454
M663PT	22.6966116252197	7.81428577974052
M665PT	9.38162221277867	-27.9417861486399
M666PT	-81.8356285296622	-16.3000188992188
M668PT	-52.1786870184873	-29.7625440731877
M670PT	-30.7928193228055	7.2112441161469
M672PT	33.0952946951379	-34.2669382682797
M676PT	-39.9239952772463	-11.66718168399
M677PT	-29.0430200428604	-9.39629750240716
M679PT	-9.67297766869414	-40.91809804839
M681PT	49.0625593397513	1.75354525301656
M683PT	66.892758016433	-49.2143785931244
M684PT	24.1158887157991	3.6987066161515
M686PT	8.8985468838984	31.8061090976767
M687PT	46.287415911746	37.1019010882846
M689PT	-1.99552729343232	30.4916480816944
M690PT	9.84819540438244	-21.2755119563939
M692PT	19.585686192999	62.8733280715906
M693PT	-12.325881722001	-40.6542157739629
M694PT	41.6359972596026	-33.1518685030943
M695PT	69.4879811746118	-35.7527122325414
M696PT	36.9304116460879	-41.8300425991008
M698PT	20.1828820122341	-31.8927793169705
M702PT	78.6461860556079	-21.5118567365961
M705PT	68.1724736467078	-29.7206438365987
M706PT	17.732370186534	51.3724311505292
M707PT	34.566030867804	49.5413183884636
M708PT	49.433300881583	-47.3658575744763
M709PT	22.8196039856207	6.33502829208183
M712PT	41.3680492684472	-64.3523237591722
M713PT	0.707775634078854	-63.1326236541453
M715PT	-4.9697365408332	-64.3725790641741
M717PT	68.2535580130174	6.38449745874321
M718PT	38.7220607597388	-0.863379690714786
M719PT	7.42028810779487	44.8197362544498
TCGA-TS-A8AS-01	30.747042805557	-43.3470767067167
TCGA-SC-A6LM-01	-7.51790903919771	72.1482412516624
TCGA-ZN-A9VW-01	-40.190720328338	15.5675171921419
TCGA-3U-A98I-01	-26.4051054612945	37.8184601359538
TCGA-TS-A7OY-01	-35.459187351599	-13.032128909864
TCGA-TS-A8AI-01	-7.88686113340839	58.149691918854
TCGA-MQ-A6BQ-01	71.088842681901	-4.77152547146895
TCGA-YS-A95B-01	28.691887362415	66.8566268848425
TCGA-3H-AB3M-01	25.9577493342382	47.8825038398264
TCGA-ZN-A9VO-01	36.5515178705991	-12.5991060989357
TCGA-LK-A4O5-01	26.1209340803029	-3.27848919594994
TCGA-MQ-A6BR-01	19.1803866006986	-8.02479423453319
TCGA-TS-A7OZ-01	-10.0380072616968	45.2749195578984
TCGA-MQ-A4LP-01	4.63940051671376	77.9280281290793
TCGA-3U-A98J-01	29.3336510403871	-30.9429060245754
TCGA-TS-A7PB-01	54.4448661437814	-14.6823442406593
TCGA-ZN-A9VS-01	58.1842849361034	-24.1985115383889
TCGA-LK-A4O6-01	14.9212209599555	34.8942465750495
TCGA-3H-AB3X-01	14.9332262981645	-12.5880450121893
TCGA-3U-A98F-01	-29.5664370259233	70.9496074938676
TCGA-NQ-A638-01	45.7517256983375	1.46740091483528
TCGA-UD-AABZ-01	51.1930240621747	71.3601374817876
TCGA-TS-A7P6-01	3.08625784906927	25.3750748628324
TCGA-LK-A4O7-01	44.6900215334449	41.5603151707562
TCGA-MQ-A4LJ-01	45.9328901571367	2.53594362779817
TCGA-MQ-A4LC-01	81.595292138486	-21.981556093041
TCGA-SH-A7BD-01	71.2508928597847	15.2102826876753
TCGA-ZN-A9VQ-01	6.12194323321457	95.8241368663358
TCGA-MQ-A6BS-01	62.7565808048912	23.3959120116364
TCGA-TS-A7P3-01	-22.5079657218319	54.8145165381327
TCGA-UT-A88G-01	14.0348831033784	86.2786700458042
TCGA-3H-AB3S-01	34.9462454299744	36.9545010575363
TCGA-UT-A97Y-01	-26.0684061886988	56.3652100950568
TCGA-UT-A88E-01	50.747892531402	39.5119233925152
TCGA-UD-AAC4-01	31.9205491050933	32.6962614141348
TCGA-MQ-A4KX-01	47.4628446737466	-33.6346579142541
TCGA-ZN-A9VU-01	57.8240061498362	-49.5223427114906
TCGA-SH-A9CT-01	23.4402882715355	11.892339158354
TCGA-SC-A6LQ-01	22.9363197142825	-20.3945078559124
TCGA-LK-A4O0-01	-71.7351938504216	-19.7754183420339
TCGA-UD-AAC1-01	28.3868662872845	-24.0710172421313
TCGA-MQ-A6BL-01	-67.5460807020437	-61.5733928700999
TCGA-3U-A98G-01	-93.5397858104128	14.5041300771301
TCGA-SC-AA5Z-01	13.00707791341	-20.2086300516499
TCGA-3U-A98D-01	5.68131624258969	53.1164367134584
TCGA-UT-A88C-01	47.6066716440284	-15.7448000636895
TCGA-SC-A6LP-01	-71.4720859146655	14.5908133682516
TCGA-TS-A7P0-01	6.43591548130579	-19.2536400224116
TCGA-ZN-A9VP-01	27.5208567722542	18.530562778391
TCGA-LK-A4O2-01	13.5661279250667	12.361659349167
TCGA-SH-A9CU-01	58.3888671218451	49.0918843341518
TCGA-YS-AA4M-01	-39.9255262103307	-39.9706359627049
TCGA-UT-A88D-01	-14.910014963683	-12.5534542834167
TCGA-SC-A6LN-01	-2.12519258462626	40.8430809232816
TCGA-ZN-A9VV-01	20.701114220137	91.2775015905308
TCGA-MQ-A4LM-01	-98.9461654663961	5.36966684625392
TCGA-TS-A7P1-01	22.3599662872039	30.0511606613875
TCGA-MQ-A4LV-01	-30.7022645190207	28.5428783492836
TCGA-TS-A7OU-01	52.2562131377973	4.18504422023809
TCGA-3U-A98E-01	64.51560647219	-64.8411240800571
TCGA-LK-A4NZ-01	37.4411186539727	-25.4025677927896
TCGA-UD-AAC7-01	-1.43008562188632	13.9237792809011
TCGA-TS-A8AV-01	-100.049052988031	-52.32787505332
TCGA-3H-AB3T-01	-76.11904151545	-27.8749707904055
TCGA-TS-A8AY-01	29.3803811860269	-6.31824336414146
TCGA-SC-A6LR-01	73.6281151054488	12.4714139015203
TCGA-TS-A7P8-01	0.637655250124255	-11.4887054624541
TCGA-3H-AB3U-01	80.1849103822534	-1.13929380607777
TCGA-UD-AAC6-01	41.4058226998042	-4.70725749853815
TCGA-YS-A95C-01	70.9811052437721	-13.7174799633967
TCGA-LK-A4NW-01	34.5039643446984	1.03290182902679
TCGA-SH-A7BC-01	12.2144592987607	4.40223348281722
TCGA-3U-A98H-01	17.1803442734146	-35.6420667827887
